company	reviewer	date	rating	review
cie_A	Graeme	2018-07-08T22:00:00Z	2	Growing increasingly weary of their overtly complex products and lack of simplicity for computer users who were born before the digital generation. They still try to harvest my data at every turn and I've been victim to scams because of their inadequate security features. Gmail is the only thing that's worth it.
cie_A	bevvy	2018-07-08T22:00:00Z	5	Well they know everything about me but that is fine because it is a good company. I trust Google!
cie_A	Kristian Schultz	2018-07-06T22:00:00Z	5	This is the best search engine ever. Has a LOT of services like Gmail, Youtube, and Drive.
cie_A	Amber Carrigan	2018-07-05T22:00:00Z	3	I'm not sure how I feel about these people
cie_A	Martin	2018-07-04T22:00:00Z	1	"""unknown notifications"". Just because its not your APP. WOW!.  You are worser than the worst on the planet you greedy peace of censoring shlt in your own as (subjective opinion) FUHHAAHHA jeg startede på ét. Nu skal jeg have seks 'nuller' på mit password.... Fordi man kan ikke engang lave sit eget gamle password igen hahahahah. Nu er mit password: ""deterdapissefint0405000000"
cie_A	Belekas	2018-06-30T22:00:00Z	1	Pretty bad company considering that it was.
cie_A	The Norfolk Apothecary	2018-06-29T22:00:00Z	1	Absolutely robotic service. I don't believe these people are alive. Pure robots. Cannot deal with a simple enquiry about Google my business. I've typed 3 different emails only to receive the SAME automated email. Appalling.
cie_A	Corinne Roger	2018-06-26T22:00:00Z	1	Do not use Google if possible, that's why:Data tracking with no limitations.Google spy on you with your computer, browser, mobile devices. Google listen your mic, use your camera...Scams in google shop, very poor customer service.Censorship.Shadowban.Account delete with no explanation (include Youtube, Google property).Use an alternative free search engine.
cie_A	Cathy Conway	2018-06-25T22:00:00Z	1	I have been trying to resolve an AdWords issue for three weeks. At least 15 different customer service representatives have told me that they have 'initiated my request' or that my request is 'under process' and that they have requested the advisor to call me back. I have not received one call from the 'advisor' or any member of customer service EVER. I have had to call every single time to initiate communication and chase for updates about the status of my request, which i need to explain from scratch every single time. This makes me want to scream into a pillow. No informative answer has ever been given to me, only a vague reassurance that they are addressing my issue, but clearly this is not happening.
cie_A	MT	2018-06-19T22:00:00Z	1	Customer service is not the best but I think the issue lies more with googles policy which means their staff are working under constraints. I purchased a google pixel under 24 month warranty. A year in the phone had a serious issue (battery drain and suddenly turns of at 50 or so per cent). After testing I was adviced to send it in for a replacement as it is under warranty. Sadly googles warranty means they must replace the phone but that does not mean you will get a new phone. You get a refurbished phone. The same make and model but it is someone elses that has been repaired and given to you therefore could have been purchased before yours and have more miles on the clock. So be aware of this as this is standard procedure and happens to virtually everybody who has a faulty phone under warranty. The only rare exception may be if your phone is reasonably new (a month old) and has a fault, and even then not a given.
cie_A	Marquita Angelina	2018-06-19T22:00:00Z	1	HORRIBLE CUSTOMER SERVICE!!!! FOR A COMPANY AS LARGE AS GOOGLE, IT'S A HUGE DISAPPOINTMENT. THEIR CUSTOMER SERVICE IS TERRIBLE.  I WILL NEVER USE THEIR ADWORDS SERVICE AGAIN!
cie_A	Yacine Bensa	2018-06-19T22:00:00Z	1	Shadowban, censorship, big brother, no competition so monopoly abuse.
cie_A	happykitty	2018-06-19T22:00:00Z	5	FAB, JUST FAB. WE ALL LOVE IT.
cie_A	Damien DeLucerne	2018-06-18T22:00:00Z	1	Do not buy through google, I bought a flight but my ticket was wrong and imprecise, I could not return from my business trip, a height. Like all the negative opinions, Google discreetly censors opinions and complaints in order to give only a positive image of its company and its customers (businesses for example) including on Youtube, the neutrality of the net and the freedom of expression are absent with Google unlike its advertising. Just because Google is a well-known multinational does not mean that it is blameless.
cie_A	Ricky Day	2018-06-18T22:00:00Z	3	Average return for the price.
cie_A	Henry Mark Esop	2018-06-17T22:00:00Z	5	Best search engine ever made. So use it, it is worth it !
cie_A	Meaxis	2018-06-16T22:00:00Z	5	Search Engine Easy to useGoogleBot fast, refunds people.
cie_A	Simon Madsen	2018-06-15T22:00:00Z	5	Was looking for a cat photo and I found it. Thank you Google.
cie_A	Ludivine Picard	2018-06-14T22:00:00Z	1	I don't like to be shadowbanned from youtube channels, comments and google reviews. I don't like to see my datas used without my permissions for commercial use.
cie_A	Aidan H	2018-06-11T22:00:00Z	1	DO NOT order anything off of the google store. My order kept getting cancelled for no reason and the bank confirmed that. Their customer service is absolutely trash and ok never be buying from them again
cie_A	brian onut	2018-06-07T22:00:00Z	4	I am very pleased
cie_A	Oleksii	2018-06-06T22:00:00Z	5	The best search engine!!!
cie_A	Muslim	2018-06-02T22:00:00Z	5	"Good Search Engine, but its listen to you and by that, what you talked it will show you advertisement. Example if you talked about ""Computer keyboards"" by browsing a web page with advertisement you will see computer keyboards advertisement."
cie_A	Margaret Rodriguez	2018-05-29T22:00:00Z	4	you really can find anything you could want on anyone you want here. the saying google it, it works. haha
cie_A	Riccardo Carlesso	2018-05-27T22:00:00Z	5	Big player on the market and NOT evil as much as you can when you have that size.
cie_A	Freddy Herteleer	2018-05-23T22:00:00Z	5	exceeding my expectations
cie_A	Nirvana VrOdgo	2018-05-22T22:00:00Z	1	So I got scammed and robbed by web shop, so I started posting comments and review to let people know about the company to avoid more people falling to same trap.I purchased some items from a website claiming to sell Italian made items. I contacted the website and got written confirmation that the items will be designed, produced and shipped from Italy. So I ordered a few items.But as I found out MADE IN CHINA, PROMOTED ON THE WEBSITE, AS DESIGNED; PRODUCED AND SHIPPED FROM ITALY.When the time came to get the items I got DHL tracking number and after checking, I noticed my order is coming from HONG KONG. I contacted the company but they told me is cheaper to send from Italy to china and back which made no sense. I couldnt do a thing about that and ended up losing over 500euros. The company devised and uses legal loophole marking the item as custom. Therefore no payment protection plan is possible. They also threaten me with a lawsuit if I keep posting reviews of what they did to me.I did the only thing I could, posting reviews and comments to warn people on the internet to be careful to buy from this site. But all the reviews and comments that have connection to google such as google maps, youtube etc. even the sites that I logged in through using my google account were censored and removed without even telling me.The site that I was scammed and robbed by, must be paying google to let their site come higher in the search results. And also they must be paying them for advertising the site. Therefore making them a paying customer of google. I do not understand that google uses this kind of tactics to protect their paying customers, even if the company is cheating and stealing from people. I have tried to contact google but there is no specific way to get to the correct person to present the documentation and finding that I gathered.The company that have scammed me is freely posting fake reviews all over the internet without anyone stopping them. I urge google to contact me so I can show them that the money they are being paid with is stolen and they are supporting and promoting scammers and thieves.The Webshop in question in SPOSAMORE.COM and the related sites vestitidasposaeconomici, vestidosdenovias, matrimoniodafiaba, sposanoviaI cant a place to solve this issue anywhere and the scammer are free to continue.
cie_A	simon shelton	2018-05-19T22:00:00Z	1	This company gives us the chance to stop all the companies that harvest out information, and the moment we leave that page, it turns some back on again. They can't even honour their own promises and are an embarrassment to the people who are taken in by their false promises of protection.Shame on you Google!!
cie_A	Angie LeGeer Shaw	2018-05-15T22:00:00Z	5	Mattress Firm on Belair Rd, Fullerton, MD.  Went to buy a specific mattress for our camper.  Salesman was very helpful,  knowledgeable and suggested the perfect mattress for us.  We recommend this location for great price and salesperson.
cie_A	Harvy	2018-05-15T22:00:00Z	5	good search engine, I like it
cie_A	David	2018-05-14T22:00:00Z	1	A tech giant who doesn't give a f* about users is never a good tech giant, right?
cie_A	Justin	2018-05-14T22:00:00Z	5	Best search  ever
cie_A	Nicole	2018-05-13T22:00:00Z	1	Their customer service representative are all awesome. But their processes and warranty program is the worst I've ever experienced. Had nothing but issues with my pixel phone since I got it SIX months ago, do everything g they said including TWO FACTORY RESETS. Stuff is not easy to transfer from the phone, so that took a lot of time. I run a household and business out of this phone, they want me to send it there, be without a phone for at least one whole week and then they will send one back once they get it. They refuse to accept shipments through anything other than UPS which is at least ONE AND A HALF HOURS away from the closest one. My business will be going back to apple. NEVER had this issue with apple ever.
cie_A	Gareth	2018-05-11T22:00:00Z	1	Used the referral promotion on Google Pay to refer a friend so we both get £10, it didn't work, contacted their customer service who fobbed us off repeatedly saying it takes up to 28 days/etc, contacted them again after 28 days and they repeatedly ask questions that have already been answered by us kept being told we are being put through to the highest level of support but keep being told they can't do anything and they need to put us higher (they clearly don't understand how highest and higher work) eventually lied to saying that a code wasn't entered originally despite my friend having a recorded phone call saying it had been, yet they refuse to respond further
cie_A	Rick Quintana	2018-05-09T22:00:00Z	3	Regarding play.google.com, I paid for a song on Google Play on my android phone and it initially appeared in 'my music' but I was unable to download it.  After trying various things such as refreshing, I completely lost it.  Tech support couldn't resolve it other than to delete the charge, a 3-5 day process, and I'll have to wait until it is resolved before I can attempt to purchase it again.  For the money they make and the money that they pay their software engineers, it's surprising that it doesn't work much better than an average site.  It's clumsy and unreliable.
cie_A	Donna	2018-05-07T22:00:00Z	1	Google locked me out one day ago and their instructions send me in a loop. Very frustrating, I will have to open a new email with a different provider I don't ever what to deal with them again!!!
cie_A	Luke Pearson	2018-05-05T22:00:00Z	2	Not DuckDuckGo.com so its a no from me.
cie_A	James	2018-05-03T22:00:00Z	1	"Short version: Google Store UK support's motto should be ""Tell a giant billion dollar mega-corporation that cares."" They mucked me around for two months before finally agreeing to replace my faulty phone under warranty. Long version: I have just spent 55 days battling with Google Store UK support, attempting to have them honour my warranty claim for a faulty Pixel 1. As a buyer of Google's very expensive (and at the time) flagship phone, the way my warranty claim was handled should be seen as nothing less than an utter failure and embarrassment for Google and whoever handles their support processes. The phone was demonstrating severe battery degradation problems, to the point where from a '100%' charge (according to the phone's own battery monitoring system) it would not remain powered on in standby for longer than an hour before crashing, requiring a power cable to boot up, and then 'charge' again from a flat state. It was totally unusable on a day-to-day basis.Despite this clearly being a hardware issue, I went through the process of pulling a bug report, taking screenshots of the battery usage graph, and sending this to Google support, at their request. My assumption was that their vaunted 'engineers' would quickly discover there were no software issues (this problem was present in a factory reset state after all) and I would soon be offered a remedy under warranty. How wrong I was.Finding myself having to constantly chase up the 'progress' of their engineers with emails and phone calls, I was repeatedly fobbed off with nonsense excuses and given no details on what it was that they were actually doing to resolve my issue. The only thing I got was scripted canned responses and vague suggestions that the next Android security patch would fix the issue. Quite how a replacement battery was going to be delivered over the air was not addressed.Over the course of two months, I went through three deployments of Android patches (including the first which dropped around the time of my initial complaint, which I was asked to ensure was installed before sending my first bug report), and after each one had zero impact on the defunct status of my phone's battery, I was again told to pull a bug report and submit it to the mystical 'engineers'.At one stage, having been told in writing that a replacement device would be offered, support then rescinded the offer and told me to wait for yet another bloody Android patch, and to report back after that had been deployed. Outrageous. By now it really felt like I was just being taken for a fool.Numerous different agents handled my case at various points during this debacle, and their attitudes ranged from apathetic (and in one instance very rude as I was clearly being ignored while I spoke), to genuinely helpful but ultimately ineffective. I was offered Google Play credit twice by way of appeasement (the first offer didn't even land in my account, while the second did), which is not particularly desirable or useful to me in general, and in this specific case, utterly useless, as I had no working phone on which to use an app.Finally, after being mucked around and left without a working device for 55 days, I was offered a replacement refurbished phone (for a second time), as I should have been within the first couple of weeks of this process. Thankfully this arrived swiftly."
cie_A	Stephen Arnold	2018-05-02T22:00:00Z	4	Always been my favourite browser as i feel it has the most accurate web search
cie_A	Sahan Jayaweera	2018-05-02T22:00:00Z	1	Very bad. I sent my pixel 1 and waiting for my replacement for more than 2 weeks now. they said they are going to send me the replacement . but I havent even got the tracking number yet. very bad. they sell buggy products and not even supporting customers who are using buggy products.Update: 2018/05/07,received a replacement, manufactured in thaiwan.  dispaly quality is very bad. Come one google.. you are better than this.. I am very disappointing
cie_A	Carlos A G Royer	2018-04-30T22:00:00Z	5	The best in everything, thanks.
cie_A	Jackpot.com	2018-04-22T22:00:00Z	5	Only hope for what you do,it not imagination but your real U...play and win big life s now....and dead s the end!Determination bring hardwork
cie_A	JIMMY GIPSY	2018-04-19T22:00:00Z	3	Impossible de bosser sans google mais attention il fouine dans notre vie
cie_A	MORDCHAI LEVY	2018-04-18T22:00:00Z	5	OOF THE BEST EVEER   BEEN CREATED BY TE LORD   FOR  EQUALITY  OF IST AMENDEMENT AND REVIWWS   IF THEY ALLOW TO    KISS THE DERIER I  WILL DO OUBLIC  THAT   WHAT  YIU  WHNE Y   KISSTHE  WIFE  BELOW THE EBET  AN  HER A  FAME.LISTEN GOOLE  IS THE BEST OF THEBEAST IN MY ACCENT AD THEY KNOW THAT I AM   TE BEST WRITER   EVEN I DONOT MISPELLED   WHICH IS MY SIGNARTURE F BEST STAIRE  Y  WILL EVER RED  BY EDUCATED PHARAMCIST AND LAW SCHOOL YIU WILL NEVER  KNW HW I AMM EDUCATED TILL I SUE IN  COURT OF LAW IN FED  SYSTE ANDTHAT EXCLUDE   GOOGE BECAUSE I LOVE AND THEY  LOVE  ME TOO WE ARE GEARING  FOR THEPOOLITICALL ARENA   IN  2020 TELLI  LOVE THEM ALL
cie_A	Sophie Wellend	2018-04-14T22:00:00Z	5	Great browsing experience.
cie_A	Katherine J.	2018-04-14T22:00:00Z	4	Not bad. Not bad
cie_A	Omkar Khandaskar	2018-04-09T22:00:00Z	5	excellent browsing experience
cie_A	Afriqueenyow	2018-04-09T22:00:00Z	5	Love the app fast and efficient
cie_A	Manu Yousal	2018-04-07T22:00:00Z	1	I'm disabled person and all my comments are shadowbanned for my disabled language, Google hate disabled peoples!
cie_A	Julie Boerda	2018-04-07T22:00:00Z	1	Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!Shadowban!
cie_A	Bryan	2018-04-07T22:00:00Z	1	Google is part of corrupt societies, corrupt administrations, corrupt associations, ... to raise their rating through positive reviews and shadowban negative reviews.
cie_A	Thomas Burt	2018-04-07T22:00:00Z	5	Google are fantastic!
cie_A	Dylan Martinez	2018-04-07T22:00:00Z	1	Bad, all my comments and my Google account shadow banned!
cie_A	Polina Marya Jerdev	2018-04-07T22:00:00Z	1	Google clown!
cie_A	Fernand Hilaire	2018-04-07T22:00:00Z	1	Google translation is big sh**, Google employees are unable to do their job, spend all their time sh**ting sh** work, while we're there, why not pay them in bed.The workers of the silicon valley are paid too much, housed and fed free for a software and websites completely r**ten and full of bugs.This is an additional reason to enable ad blockers, and tracker blockers.The height is that it is Google translate translated to me in English my opinion!Google traduction c'est de la grosse m**de, les employés de Google sont incapable de faire leur travail, passent tout leur temps à chi*r un travail de m**de, tant qu'on y est, pourquoi pas les payer dans leur lit.Les travailleurs de la silicon valley sont trop bien payés, logé et nourri gratuitement pour un faire des logiciels et sites internet complètement pourri et plein de bugs.C'est une raison supplémentaire pour activer les bloqueurs de publicités, et les bloqueurs de trackers.Le comble est que c'est Google translate qui m'a traduit en anglais mon avis!
cie_A	Quentin Romel	2018-04-07T22:00:00Z	1	Hidden very bad society.
cie_A	Stanislas Vendais	2018-04-07T22:00:00Z	1	Easy identity theft!
cie_A	Nicole Baudron	2018-04-07T22:00:00Z	1	Censorship and private datas stealing!
cie_A	Kelian Sarvin	2018-04-07T22:00:00Z	1	Censorship always by shadowbanning, that is to say that the censored user does not see his opinions or comments become invisible to others. You have to switch accounts or disconnect to find out.Censored negative opinions, comments or opinions that say a misleading truth about a company, an association, an employer, etc. are censored automatically or on demand. It's the same for a compromising YouTube channel.Creating fake accounts to post positive reviews or comments is always accepted by Google and never censored! Likewise for a YouTube channel intended for putaclic or deceptive but positive videos, especially for propaganda, advertising, for sects, etc.
cie_A	Gérard Hubert	2018-04-07T22:00:00Z	1	Through censorship of compromising opinions and comments (the truth disturbs) and false positive opinions easily created and never deleted, Google is complicit in scams, sects, frauds, bad employers, terrorism ...Indeed, this multinational and giant of the Web, which is, originally, the first search engine, the best known worldwide, created in 1998, allows itself to arbitrarily censor reviews, on Google Review, Youtube channels and the posts in the forums, when they harm the interests of capitalism regardless of the legality of companies, businesses, associations, sects, terrorism, etc.Google now allows bosses, CEOs, employers to remove negative comments and opinions about their companies from injured employees and ex-employees who have been harmed even if they have been victimized by wrongdoing. from their employers, in capitalism, just justice does not exist!Financial interest outweighs the safety of Internet users.Many bugs never corrected despite complaints from users, on Google, Youtube ...On the other hand, Google works hard and very well, to work around ad blockers, cookie blockers, plotters blockers, and so on. It's still the lure of gain that drives him to work as well for the marketing, advertising and theft of personal data, and Google is not the only one to behave in this area, Apple, Facebook, Microsoft (Cortana), Twitter, and all the multinationals have, in mind, only pure profit!The world is bad, the neutrality of the net is compromised by the capture of Internet users to the hegemony and the monopoly of a small group of giants of the web, namely Google, Facebook, Apple, Microsoft, Twitter, ...Similarly, the world is now in the hands of a cartel of a small number of banks and rich in finance. Western and Third World countries have been literally bought by banks, multinationals, and so on.
cie_A	Corentin	2018-04-06T22:00:00Z	1	All bad reviews here are true and the reality of Google, a hidden very bad multinational company!
cie_A	Leemay	2018-04-06T22:00:00Z	1	Fake reviews.Censorship.Shadowban.Datas stolen for profit.Too big society.Abuse of monopoly, abuse of dominant position, hegemony of the web giants leaving no room for small companies and new competitors other Facebook, Apple or Microsoft, even between them, they shoot in the legs.
cie_A	Leslie Hubert	2018-04-06T22:00:00Z	1	World famous search engine. A lot of technical innovations and his AI.BUT especially:Stealing personal data!Google employees sometimes exhausted and abused!Opinion of censored Googles Reviews without the author being able to know it by the principle of shadowbanning or ghostbanning.Notices are manipulated to artificially raise the rating of companies by false positive opinions but never censored.Now allows employers to remove negative opinions from employees or former employees who have been injured or who have suffered injustices from their employer!When someone blocks or removes a comment, on Google reviews, Youtube, Google + ..., you did not know because Google uses the shadowban, and to find out if your account is affected or not, you have to disconnect from his account and if the reviews, comments, likes or dislikes have disappeared, your account has been blocked or censored.It is hypocritical, as in a couple where the spouse deceives the other (adultery for example) or the radio silence.Instagram practices the same thing.Google as other multinationals of the web have regulations and fuzzy contracts, to deceive their users for profit!
cie_A	Francine Martin	2018-04-05T22:00:00Z	1	Censorship very bad on reviews, shadowban bad reviews and not ban fake good reviews. If you are blocked by someone on Youtube for example, you are shadowbanned, you can discover that if you logout to your shadowbanned account and see your comments, likes and dislikes not displayed except if you are logged to your shadowbanned account. Viscious;
cie_A	Steve McDonald	2018-04-04T22:00:00Z	1	The worst customer service ever. I bought a premises in which we closed the old business. We took over there online accounts and attempted to close the previous business pages down. But google decided to transfer all of the old photos and reviews to our new business even though it was a different concept, staff etc.Use anybody else bar them as they help destroy new business with there inept customer service team.
cie_A	CJB	2018-04-02T22:00:00Z	1	Google Ignores EasterWhat an appalling biased and despicable company this is. Why? Its a typical out-of-control American mega-corp. And it refused to display a home-page splash-screen logo depicting 'Easter' - one of the major Christian / Jewish celebrations around the word. So why would it refuse to do so? Obviously because Google is now so big that the CEO and staff think that they can dismiss the millions who have religious beliefs that do not match their own agenda.
